Write outputs from the Runge-Kutta solution for each time step
time[s]	r[rad/s	v[m/s]
28949.0	-0.16593396298454102	16.977513601309667
28949.5	-0.16594216086680114	16.97832990876946
28950.0	-0.16595035911309441	16.979146252478003
28950.5	-0.165958557723437	16.9799626324369
28951.0	-0.16596675669784505	16.98077904864777
28951.5	-0.16597495603633472	16.981595501112213
28952.0	-0.16598315573892222	16.982411989831846
28952.5	-0.1659913558056237	16.983228514808275
28953.0	-0.16599955623645532	16.984045076043113
28953.5	-0.16600775703143328	16.984861673537967
28954.0	-0.1660159581905737	16.98567830729445
28954.5	-0.16602415971389278	16.98649497731417
28955.0	-0.1660323616014067	16.98731168359874
28955.5	-0.16604056385313162	16.988128426149768
28956.0	-0.16604876646908373	16.988945204968864
28956.5	-0.1660569694492792	16.989762020057643
28957.0	-0.16606517279373417	16.99057887141771
28957.5	-0.16607337650246484	16.99139575905068
28958.0	-0.1660815805754874	16.992212682958158
28958.5	-0.166089785012818	16.99302964314176
28959.0	-0.1660979898144728	16.993846639603095
28959.5	-0.16610619498046805	16.994663672343776
28960.0	-0.16611440051081988	16.995480741365412
28960.5	-0.1661226064055445	16.996297846669613
28961.0	-0.166130812664658	16.99711498825799
28961.5	-0.16613901928817668	16.99793216613216
28962.0	-0.16614722627611667	16.998749380293727
28962.5	-0.16615543362849414	16.999566630744308
28963.0	-0.1661636413453253	17.00038391748551
28963.5	-0.1661718494266263	17.00120124051895
28964.0	-0.16618005787241336	17.00201859984623
28964.5	-0.16618826668270262	17.00283599546897
28965.0	-0.1661964758575103	17.00365342738878
28965.5	-0.16620468539685257	17.00447089560727
28966.0	-0.16621289530074565	17.00528840012605
28966.5	-0.1662211055692057	17.00610594094674
28967.0	-0.16622931620224887	17.006923518070945
28967.5	-0.16623752719989146	17.00774113150028
28968.0	-0.16624573856214955	17.008558781236353
28968.5	-0.16625395028903941	17.00937646728078
28969.0	-0.16626216238057717	17.010194189635175
28969.5	-0.16627037483677906	17.011011948301146
28970.0	-0.1662785876576613	17.01182974328031
28970.5	-0.16628680084324	17.012647574574274
28971.0	-0.1662950143935314	17.013465442184653
28971.5	-0.16630322830855168	17.014283346113064
28972.0	-0.16631144258831712	17.015101286361116
28972.5	-0.16631965723284384	17.01591926293042
28973.0	-0.166327872242148	17.016737275822592
28973.5	-0.16633608761624588	17.017555325039243
28974.0	-0.16634430335515363	17.018373410581987
28974.5	-0.1663525194588875	17.019191532452435
28975.0	-0.16636073592746362	17.020009690652202
28975.5	-0.16636895276089822	17.020827885182904
28976.0	-0.16637716995920754	17.02164611604615
28976.5	-0.16638538752240772	17.022464383243552
28977.0	-0.166393605450515	17.023282686776728
28977.5	-0.16640182374354556	17.02410102664729
28978.0	-0.16641004240151566	17.024919402856852
28978.5	-0.16641826142444144	17.025737815407027
28979.0	-0.16642648081233916	17.026556264299426
28979.5	-0.16643470056522497	17.027374749535667
28980.0	-0.16644292068311511	17.028193271117363
28980.5	-0.1664511411660258	17.029011829046127
28981.0	-0.1664593620139732	17.029830423323574
28981.5	-0.1664675832269736	17.03064905395132
28982.0	-0.16647580480504318	17.031467720930973
28982.5	-0.1664840267481981	17.03228642426415
28983.0	-0.16649224905645463	17.033105163952467
28983.5	-0.16650047172982896	17.03392393999754
28984.0	-0.16650869476833727	17.03474275240098
28984.5	-0.16651691817199585	17.035561601164403
28985.0	-0.16652514194082088	17.03638048628942
28985.5	-0.16653336607482855	17.037199407777653
28986.0	-0.1665415905740351	17.03801836563071
28986.5	-0.16654981543845668	17.03883735985021
28987.0	-0.16655804066810964	17.039656390437763
28987.5	-0.16656626626301013	17.04047545739499
28988.0	-0.16657449222317436	17.041294560723504
28988.5	-0.16658271854861856	17.042113700424917
28989.0	-0.16659094523935894	17.042932876500846
28989.5	-0.1665991722954117	17.043752088952907
28990.0	-0.16660739971679311	17.044571337782717
28990.5	-0.16661562750351938	17.04539062299189
28991.0	-0.16662385565560675	17.04620994458204
28991.5	-0.1666320841730714	17.04702930255478
28992.0	-0.16664031305592958	17.047848696911732
28992.5	-0.1666485423041975	17.04866812765451
28993.0	-0.1666567719178914	17.049487594784726
28993.5	-0.16666500189702754	17.050307098303996
28994.0	-0.16667323224162206	17.05112663821394
28994.5	-0.16668146295169126	17.05194621451617
28995.0	-0.16668969402725134	17.05276582721231
28995.5	-0.16669792546831855	17.053585476303965
28996.0	-0.16670615727490912	17.054405161792758
28996.5	-0.16671438944703926	17.055224883680303
28997.0	-0.1667226219847252	17.056044641968217
28997.5	-0.16673085488798323	17.056864436658117
28998.0	-0.1667390881568295	17.05768426775162
28998.5	-0.1667473217912803	17.058504135250338
28999.0	-0.16675555579135187	17.059324039155893
28999.5	-0.16676379015706042	17.0601439794699
29000.0	-0.16677202488842216	17.060963956193973
29000.5	-0.16678025998545337	17.06178396932973
29001.0	-0.1667884954481703	17.06260401887879
29001.5	-0.16679673127658912	17.06342410484277
29002.0	-0.16680496747072612	17.064244227223284
29002.5	-0.16681320403059757	17.06506438602195
29003.0	-0.16682144095621965	17.06588458124039
29003.5	-0.16682967824760864	17.066704812880214
29004.0	-0.16683791590478073	17.067525080943046
29004.5	-0.16684615392775223	17.068345385430497
29005.0	-0.16685439231653934	17.06916572634419
29005.5	-0.16686263107115834	17.06998610368574
29006.0	-0.16687087019162547	17.070806517456763
29006.5	-0.16687910967795694	17.07162696765888
29007.0	-0.166887349530169	17.072447454293705
29007.5	-0.16689558974827792	17.07326797736286
29008.0	-0.16690383033229997	17.07408853686796
29008.5	-0.16691207128225133	17.074909132810625
29009.0	-0.16692031259814832	17.07572976519247
29009.5	-0.16692855428000714	17.076550434015118
29010.0	-0.16693679632784408	17.07737113928018
29010.5	-0.16694503874167535	17.078191880989284
29011.0	-0.16695328152151725	17.07901265914404
29011.5	-0.166961524667386	17.07983347374607
29012.0	-0.16696976817929787	17.080654324796992
29012.5	-0.16697801205726912	17.08147521229842
29013.0	-0.16698625630131594	17.08229613625198
29013.5	-0.16699450091145465	17.083117096659286
29014.0	-0.1670027458877015	17.08393809352196
29014.5	-0.16701099123007276	17.08475912684162
29015.0	-0.16701923693858467	17.085580196619883
29015.5	-0.16702748301325346	17.08640130285837
29016.0	-0.16703572945409542	17.087222445558698
29016.5	-0.16704397626112683	17.088043624722488
29017.0	-0.1670522234343639	17.088864840351356
29017.5	-0.16706047097382293	17.089686092446925
29018.0	-0.16706871887952018	17.090507381010813
29018.5	-0.1670769671514719	17.09132870604464
29019.0	-0.16708521578969437	17.092150067550023
29019.5	-0.16709346479420384	17.092971465528585
29020.0	-0.16710171416501657	17.093792899981942
29020.5	-0.16710996390214883	17.094614370911717
29021.0	-0.1671182140056169	17.095435878319527
29021.5	-0.16712646447543705	17.096257422206993
29022.0	-0.16713471531162552	17.097079002575736
29022.5	-0.16714296651419858	17.097900619427374
29023.0	-0.16715121808317251	17.098722272763528
29023.5	-0.1671594700185636	17.09954396258582
29024.0	-0.1671677223203881	17.100365688895867
29024.5	-0.16717597498866232	17.101187451695292
29025.0	-0.1671842280234025	17.102009250985713
29025.5	-0.16719248142462487	17.102831086768752
29026.0	-0.16720073519234577	17.10365295904603
29026.5	-0.16720898932658146	17.104474867819167
29027.0	-0.1672172438273482	17.105296813089783
29027.5	-0.1672254986946623	17.106118794859498
29028.0	-0.16723375392853998	17.10694081312993
29028.5	-0.16724200952899757	17.107762867902707
29029.0	-0.1672502654960513	17.108584959179446
29029.5	-0.16725852182971748	17.109407086961767
29030.0	-0.16726677853001237	17.110229251251294
29030.5	-0.1672750355969523	17.111051452049647
29031.0	-0.1672832930305535	17.111873689358447
