Write outputs from the Runge-Kutta solution for each time step
time[s]	u[m/s]	v[m/s]	r[rad/s]
231.79999999999112	10.500555169595364	0.14694089739719957	-0.018802702932735935
231.8999999999911	10.500092334293779	0.14669795198009872	-0.01880438737600002
231.9999999999911	10.499629951653079	0.14645513518177847	-0.018806070759498163
232.0999999999911	10.49916802152185	0.14621244709277478	-0.018807753082881348
232.1999999999911	10.498706543748359	0.14596988780346346	-0.018809434345801783
232.2999999999911	10.498245518180546	0.1457274574040599	-0.0188111145479129
232.39999999999108	10.497784944666037	0.145485155984619	-0.018812793688869355
232.49999999999108	10.497324823052132	0.14524298363503477	-0.018814471768327033
232.59999999999107	10.49686515318581	0.14500094044504028	-0.018816148785943045
232.69999999999106	10.496405934913733	0.14475902650420736	-0.01881782474137572
232.79999999999106	10.495947168082239	0.14451724190194637	-0.018819499634284625
232.89999999999105	10.495488852537347	0.14427558672750607	-0.018821173464330546
232.99999999999105	10.495030988124759	0.14403406106997332	-0.018822846231175503
233.09999999999104	10.494573574689854	0.14379266501827295	-0.018824517934482744
233.19999999999104	10.494116612077693	0.14355139866116748	-0.018826188573916738
233.29999999999103	10.49366010013302	0.14331026208725695	-0.018827858149143194
233.39999999999102	10.49320403870026	0.1430692553849787	-0.018829526659829045
233.49999999999102	10.492748427623516	0.14282837864260714	-0.018831194105642456
233.599999999991	10.492293266746579	0.14258763194825358	-0.01883286048625282
233.699999999991	10.491838555912919	0.14234701538986602	-0.018834525801330763
233.799999999991	10.491384294965687	0.1421065290552289	-0.018836190050548148
233.899999999991	10.490930483747722	0.1418661730319629	-0.01883785323357806
233.999999999991	10.490477122101542	0.14162594740752477	-0.01883951535009483
234.09999999999098	10.49002420986935	0.1413858522692071	-0.018841176399774007
234.19999999999098	10.489571746893034	0.14114588770413813	-0.018842836382292387
234.29999999999097	10.489119733014164	0.14090605379928153	-0.01884449529732799
234.39999999999097	10.488668168073996	0.14066635064143618	-0.01884615314456008
234.49999999999096	10.488217051913471	0.14042677831723596	-0.018847809923669148
234.59999999999096	10.487766384373213	0.14018733691314963	-0.018849465634336923
234.69999999999095	10.487316165293533	0.13994802651548052	-0.018851120276246372
234.79999999999094	10.48686639451443	0.13970884721036636	-0.018852773849081697
234.89999999999094	10.486417071875582	0.1394697990837791	-0.018854426352528337
234.99999999999093	10.485968197216362	0.13923088222152472	-0.018856077786272966
235.09999999999093	10.485519770375825	0.13899209670924298	-0.0188577281500035
235.19999999999092	10.485071791192713	0.13875344263240724	-0.018859377443409087
235.29999999999092	10.484624259505454	0.13851492007632427	-0.01886102566618012
235.3999999999909	10.484177175152166	0.13827652912613403	-0.01886267281800823
235.4999999999909	10.483730537970654	0.1380382698668095	-0.018864318898586283
235.5999999999909	10.483284347798412	0.13780014238315647	-0.018865963907608387
235.6999999999909	10.48283860447262	0.13756214675981326	-0.01886760784476989
235.7999999999909	10.48239330783015	0.1373242830812507	-0.01886925070976738
235.89999999999088	10.481948457707562	0.1370865514317717	-0.01887089250229869
235.99999999999088	10.481504053941102	0.13684895189551133	-0.018872533222062886
236.09999999999087	10.481060096366711	0.13661148455643635	-0.018874172868760284
236.19999999999087	10.480616584820018	0.13637414949834517	-0.01887581144209244
236.29999999999086	10.48017351913634	0.13613694680486765	-0.01887744894176215
236.39999999999085	10.479730899150688	0.13589987655946484	-0.01887908536747345
236.49999999999085	10.479288724697764	0.13566293884542885	-0.018880720718931633
236.59999999999084	10.478846995611958	0.13542613374588258	-0.01888235499584322
236.69999999999084	10.478405711727355	0.1351894613437796	-0.018883988197915987
236.79999999999083	10.47796487287773	0.13495292172190396	-0.018885620324858944
236.89999999999083	10.47752447889655	0.13471651496286988	-0.018887251376382353
236.99999999999082	10.477084529616977	0.13448024114912172	-0.018888881352197722
237.0999999999908	10.476645024871866	0.13424410036293366	-0.0188905102520178
237.1999999999908	10.476205964493762	0.1340080926864096	-0.018892138075556588
237.2999999999908	10.475767348314903	0.13377221820148288	-0.018893764822529323
237.3999999999908	10.475329176167227	0.1335364769899162	-0.018895390492652497
237.4999999999908	10.47489144788236	0.1333008691333013	-0.01889701508564385
237.59999999999079	10.474454163291625	0.1330653947130589	-0.01889863860122236
237.69999999999078	10.474017322226041	0.1328300538104384	-0.018900261039108263
237.79999999999077	10.473580924516321	0.13259484650651773	-0.018901882399023035
237.89999999999077	10.473144969992875	0.13235977288220324	-0.018903502680689407
237.99999999999076	10.472709458485804	0.13212483301822942	-0.018905121883831352
238.09999999999076	10.47227438982491	0.13189002699515867	-0.018906740008174095
238.19999999999075	10.471839763839693	0.1316553548933813	-0.01890835705344411
238.29999999999075	10.471405580359344	0.13142081679311512	-0.018909973019369124
238.39999999999074	10.470971839212755	0.13118641277440543	-0.01891158790567811
238.49999999999073	10.470538540228514	0.13095214291712473	-0.018913201712101285
238.59999999999073	10.470105683234909	0.1307180073009726	-0.01891481443837013
238.69999999999072	10.469673268059925	0.13048400600547547	-0.018916426084217366
238.79999999999072	10.469241294531246	0.13025013910998642	-0.01891803664937697
238.8999999999907	10.468809762476253	0.13001640669368514	-0.01891964613358417
238.9999999999907	10.468378671722029	0.12978280883557752	-0.018921254536575442
239.0999999999907	10.467948022095353	0.12954934561449566	-0.01892286185808852
239.1999999999907	10.467517813422708	0.1293160171090976	-0.018924468097862385
239.2999999999907	10.467088045530273	0.12908282339786714	-0.018926073255637273
239.39999999999068	10.466658718243933	0.1288497645591137	-0.01892767733115467
239.49999999999068	10.466229831389269	0.12861684067097215	-0.01892928032415732
239.59999999999067	10.465801384791565	0.1283840518114025	-0.018930882234389216
239.69999999999067	10.465373378275807	0.12815139805818992	-0.018932483061595607
239.79999999999066	10.464945811666682	0.1279188794889444	-0.018934082805522993
239.89999999999065	10.464518684788581	0.12768649618110067	-0.018935681465919132
239.99999999999065	10.464091997465596	0.12745424821191798	-0.01893727904253303
240.09999999999064	10.463665749521523	0.1272221356584799	-0.018938875535114957
240.19999999999064	10.46323994077986	0.12699015859769422	-0.01894047094341643
240.29999999999063	10.462814571063811	0.1267583171062927	-0.018942065267190222
240.39999999999063	10.462389640196282	0.12652661126083095	-0.01894365850619037
240.49999999999062	10.461965147999884	0.12629504113768822	-0.018945250660172153
240.59999999999062	10.461541094296933	0.12606360681306725	-0.018946841728892116
240.6999999999906	10.46111747890945	0.12583230836299406	-0.018948431712108055
240.7999999999906	10.460694301659162	0.1256011458633178	-0.018950020609579024
240.8999999999906	10.460271562367499	0.12537011938971063	-0.018951608421065334
240.9999999999906	10.4598492608556	0.12513922901766744	-0.01895319514632855
241.0999999999906	10.459427396944312	0.12490847482250579	-0.018954780785131495
241.19999999999058	10.459005970454186	0.12467785687936565	-0.018956365337238254
241.29999999999058	10.45858498120548	0.12444737526320927	-0.018957948802414165
241.39999999999057	10.45816442901816	0.12421703004882102	-0.018959531180425822
241.49999999999056	10.4577443137119	0.12398682131080722	-0.01896111247104108
241.59999999999056	10.457324635106087	0.12375674912359594	-0.01896269267402905
241.69999999999055	10.456905393019808	0.12352681356143685	-0.018964271789160107
241.79999999999055	10.456486587271863	0.12329701469840111	-0.018965849816205874
241.89999999999054	10.456068217680764	0.12306735260838109	-0.01896742675493924
241.99999999999054	10.455650284064731	0.12283782736509027	-0.018969002605134344
242.09999999999053	10.455232786241693	0.1226084390420631	-0.0189705773665666
242.19999999999052	10.454815724029288	0.12237918771265478	-0.018972151039012664
242.29999999999052	10.454399097244869	0.12215007345004114	-0.018973723622250464
242.3999999999905	10.453982905705498	0.12192109632721843	-0.018975295116059183
242.4999999999905	10.453567149227949	0.1216922564170032	-0.01897686552021926
242.5999999999905	10.453151827628705	0.12146355379203212	-0.018978434834512396
242.6999999999905	10.452736940723968	0.12123498852476182	-0.018980003058721554
242.7999999999905	10.452322488329646	0.12100656068746872	-0.018981570192630956
242.89999999999048	10.451908470261362	0.12077827035224888	-0.018983136236026082
242.99999999999048	10.451494886334453	0.12055011759101782	-0.018984701188693675
243.09999999999047	10.451081736363971	0.1203221024755104	-0.01898626505042174
243.19999999999047	10.45066902016468	0.12009422507728061	-0.018987827820999538
243.29999999999046	10.45025673755106	0.11986648546770147	-0.018989389500217595
243.39999999999046	10.449844888337305	0.1196388837179648	-0.018990950087867695
243.49999999999045	10.449433472337324	0.11941141989908113	-0.018992509583742885
243.59999999999044	10.449022489364742	0.11918409408187952	-0.018994067987637475
243.69999999999044	10.4486119392329	0.11895690633700737	-0.018995625299347032
243.79999999999043	10.448201821754857	0.1187298567349303	-0.018997181518668384
243.89999999999043	10.447792136743386	0.11850294534593202	-0.018998736645399625
243.99999999999042	10.447382884010977	0.1182761722401141	-0.019000290679340108
244.09999999999042	10.446974063369842	0.11804953748739586	-0.01900184362029045
244.1999999999904	10.446565674631904	0.11782304115751424	-0.019003395468052527
244.2999999999904	10.446157717608811	0.11759668332002363	-0.01900494622242948
244.3999999999904	10.445750192111925	0.11737046404429566	-0.019006495883225706
244.4999999999904	10.445343097952328	0.11714438339951913	-0.019008044450246873
244.5999999999904	10.444936434940823	0.11691844145469983	-0.019009591923299908
244.69999999999038	10.444530202887933	0.11669263827866037	-0.019011138302192997
244.79999999999038	10.444124401603897	0.11646697394004006	-0.01901268358673559
244.89999999999037	10.443719030898679	0.11624144850729473	-0.0190142277767384
244.99999999999037	10.443314090581962	0.1160160620486966	-0.019015770872013407
245.09999999999036	10.442909580463152	0.11579081463233414	-0.019017312872373848
245.19999999999035	10.442505500351372	0.11556570632611188	-0.019018853777634227
245.29999999999035	10.442101850055472	0.11534073719775033	-0.019020393587610304
245.39999999999034	10.441698629384025	0.11511590731478578	-0.01902193230211911
245.49999999999034	10.441295838145322	0.11489121674457017	-0.01902346992097893
245.59999999999033	10.440893476147382	0.11466666555427094	-0.019025006444009323
245.69999999999033	10.440491543197945	0.11444225381087088	-0.019026541871031102
245.79999999999032	10.440090039104474	0.11421798158116803	-0.01902807620186635
245.8999999999903	10.43968896367416	0.11399384893177547	-0.01902960943633841
245.9999999999903	10.439288316713915	0.11376985592912123	-0.019031141574271885
246.0999999999903	10.438888098030379	0.1135460026394481	-0.019032672615492643
246.1999999999903	10.438488307429918	0.11332228912881354	-0.01903420255982782
